dataset,dim,random_state,simulation_num,metric1,metric2,ipa_gradient_variance_trace,weighted_ipa_gradient_variance_trace,ipa_batched_gradient_variance,weighted_ipa_batched_gradient_variance,ipa_gradient_variance_mean_per_parameter,ipa_gradient_std_norm,ipa_gradient_mean_norm,ipa_gradient_relative_variance,ipa_gradient_loss_mean,ipa_gradient_loss_variance,gradient_variance_repeats,gradient_variance_batch_size,gradient_variance_replications,gradient_variance_samples_per_replication,gradient_variance_seed,gradient_parameter_count,ipa_gradient_weight
exp5,4,4,16,199.332275390625,286.73876953125,0.7210185527801514,0.1802546381950378,0.7210185527801514,0.1802546381950378,2.3922313630464487e-05,0.8491281270980835,4.741666316986084,0.0320689305663108,2.460412561893463,5.8806136308930945e-05,8.0,16.0,16.0,137.0,30004.0,30140.0,0.5
exp5,4,4,64,199.33448791503903,286.7771301269531,0.0613800771534442,0.015345019288361,0.0613800771534442,0.015345019288361,2.036498926827335e-06,0.2477500289678573,5.223021030426025,0.0022500071208924,2.454794615507126,5.159118876361747e-05,8.0,16.0,64.0,137.0,30004.0,30140.0,0.5
exp5,4,4,256,199.10679626464844,286.28216552734375,0.0177669767290353,0.0044417441822588,0.0177669767290353,0.0044417441822588,5.894816581530904e-07,0.1332928240299224,4.4620585441589355,0.0008923660498112,2.450688868761062,1.0943640914108852e-06,8.0,16.0,256.0,137.0,30004.0,30140.0,0.5
exp5,4,95,1,75.40628051757812,289.48382568359375,0.5646347999572754,0.1411586999893188,0.5646347999572754,0.1411586999893188,1.8733735487330705e-05,0.7514218688011169,2.51969313621521,0.088934913277626,0.7707065567374229,3.0061599979028637e-05,8.0,16.0,1.0,137.0,30095.0,30140.0,0.5
exp5,4,95,4,75.4852066040039,289.5107727050781,0.1825262159109115,0.0456315539777278,0.1825262159109115,0.0456315539777278,6.05594595981529e-06,0.4272308647632599,2.68845534324646,0.0252533834427595,0.7742027938365936,5.689867608436673e-06,8.0,16.0,4.0,137.0,30095.0,30140.0,0.5
exp5,4,95,16,75.48216247558594,289.54937744140625,0.0471875071525573,0.0117968767881393,0.0471875071525573,0.0117968767881393,1.5656107734685063e-06,0.2172268629074096,2.5535759925842285,0.0072365151718258,0.7724798768758774,3.0301366908958016e-06,8.0,16.0,16.0,137.0,30095.0,30140.0,0.5
exp5,4,95,64,75.406494140625,289.45257568359375,0.0169680099934339,0.0042420024983584,0.0169680099934339,0.0042420024983584,5.629731276712846e-07,0.1302613168954849,2.4678289890289307,0.0027861264534294,0.7719835340976715,8.380343976861176e-07,8.0,16.0,64.0,137.0,30095.0,30140.0,0.5
exp5,4,95,256,75.41901397705078,289.633544921875,0.0028153501916676,0.0007038375479169,0.0028153501916676,0.0007038375479169,9.34090991222547e-08,0.0530598722398281,2.442676544189453,0.0004718462878372,0.7725403159856796,1.191894854559093e-07,8.0,16.0,256.0,137.0,30095.0,30140.0,0.5
exp5,4,36,1,182.7704162597656,158.9456329345703,10.795178413391112,2.6987946033477783,10.795178413391112,2.6987946033477783,0.0003581678320188,3.2856016159057617,5.575845241546631,0.3472229242324829,3.3914592564105988,0.0014786494020303,8.0,16.0,1.0,137.0,30036.0,30140.0,0.5
exp5,4,36,4,182.7493133544922,158.9146728515625,3.640271425247192,0.910067856311798,3.640271425247192,0.910067856311798,0.0001207787499879,1.9079495668411257,5.123617649078369,0.1386693120002746,3.378026843070984,0.0017969458809342,8.0,16.0,4.0,137.0,30036.0,30140.0,0.5
exp5,4,36,16,182.77667236328125,158.97682189941406,0.4558973908424377,0.1139743477106094,0.4558973908424377,0.1139743477106094,1.5125991922104731e-05,0.6752017140388489,5.318192958831787,0.0161190312355756,3.392320841550827,0.0002100134535021,8.0,16.0,16.0,137.0,30036.0,30140.0,0.5
exp5,4,36,64,182.7582092285156,158.89402770996094,0.3970557153224945,0.0992639288306236,0.3970557153224945,0.0992639288306236,1.3173713341529948e-05,0.6301235556602478,6.124922275543213,0.0105840116739273,3.3951416015625,9.568288463209942e-05,8.0,16.0,64.0,137.0,30036.0,30140.0,0.5
exp5,4,36,256,182.768310546875,159.8629608154297,0.0367859005928039,0.0091964751482009,0.0367859005928039,0.0091964751482009,1.22050096251769e-06,0.1917965114116668,6.7401275634765625,0.000809739169199,3.3840015530586243,1.3604942860670885e-05,8.0,16.0,256.0,137.0,30036.0,30140.0,0.5
exp5,4,32,1,206.85020446777344,407.9338073730469,0.3371101021766662,0.0842775255441665,0.3371101021766662,0.0842775255441665,1.1184807590325365e-05,0.5806118249893188,4.451469898223877,0.017012370750308,1.8259042501449585,0.0001506976088023,8.0,16.0,1.0,137.0,30032.0,30140.0,0.5
exp5,4,32,4,206.82742309570312,407.440185546875,0.279799073934555,0.0699497684836387,0.279799073934555,0.0699497684836387,9.283313374908175e-06,0.5289603471755981,5.021350383758545,0.0110969897359609,1.8200115263462069,8.712192369537368e-05,8.0,16.0,4.0,137.0,30032.0,30140.0,0.5
exp5,4,32,16,206.8094024658203,407.55950927734375,0.3724720180034637,0.0931180045008659,0.3724720180034637,0.0931180045008659,1.2358063031570056e-05,0.6103048324584961,4.951265811920166,0.0151936179026961,1.820697009563446,1.3725254478101436e-05,8.0,16.0,16.0,137.0,30032.0,30140.0,0.5
exp5,4,32,64,206.84678649902344,407.24359130859375,0.0187821611762046,0.0046955402940511,0.0187821611762046,0.0046955402940511,6.231639417819679e-07,0.1370480209589004,5.053503513336182,0.0007354622939601,1.819386899471283,2.7399447333209537e-06,8.0,16.0,64.0,137.0,30032.0,30140.0,0.5
exp5,4,32,256,206.79861450195312,408.06146240234375,0.0074978685006499,0.0018744671251624,0.0074978685006499,0.0018744671251624,2.487680319518404e-07,0.0865902304649353,4.7623162269592285,0.0003305988793727,1.819938242435455,1.7804631551955803e-06,8.0,16.0,256.0,137.0,30032.0,30140.0,0.5
exp5,4,29,1,309.18389892578125,210.6584625244141,46.58573532104492,11.64643383026123,46.58573532104492,11.64643383026123,0.0015456448309123,6.825374126434326,12.444448471069336,0.3008165061473846,4.076164484024048,0.0018181954144113,8.0,16.0,1.0,137.0,30029.0,30140.0,0.5
exp5,4,29,4,309.3408203125,211.13922119140625,11.397035598754885,2.8492588996887207,11.397035598754885,2.8492588996887207,0.0003781365521717,3.3759496212005615,12.518310546875,0.0727277994155883,4.124686181545258,0.00164461963098,8.0,16.0,4.0,137.0,30029.0,30140.0,0.5
exp5,4,29,16,309.1747131347656,210.7394256591797,4.559394359588623,1.1398485898971558,4.559394359588623,1.1398485898971558,0.0001512738672317,2.1352739334106445,13.15217113494873,0.026357989758253,4.100963473320007,0.0001393348988878,8.0,16.0,16.0,137.0,30029.0,30140.0,0.5
exp5,4,29,64,309.28057861328125,211.18389892578125,0.7183300256729126,0.1795825064182281,0.7183300256729126,0.1795825064182281,2.3833112209104e-05,0.8475435376167297,12.272388458251951,0.0047694225795567,4.10621190071106,3.9917109526348736e-05,8.0,16.0,64.0,137.0,30029.0,30140.0,0.5
exp5,4,29,256,309.3058166503906,211.15432739257812,0.1722916662693023,0.0430729165673255,0.1722916662693023,0.0430729165673255,5.716379291698104e-06,0.4150803089141845,12.932974815368652,0.0010300715221092,4.111572742462158,1.0725005657669887e-05,8.0,16.0,256.0,137.0,30029.0,30140.0,0.5
exp5,4,18,1,187.1889190673828,141.81973266601562,22.894275665283203,5.723568916320801,22.894275665283203,5.723568916320801,0.0007595977513119,4.784796237945557,25.76501083374023,0.0344878584146499,1.3515035808086395,0.001139364668058,8.0,16.0,1.0,137.0,30018.0,30140.0,0.5
exp5,4,18,4,187.22787475585935,142.0081787109375,4.723928451538086,1.1809821128845217,4.723928451538086,1.1809821128845217,0.0001567328581586,2.173460006713867,27.363929748535156,0.006308794952929,1.3285102546215055,0.0003239325104717,8.0,16.0,4.0,137.0,30018.0,30140.0,0.5
exp5,4,18,16,187.14056396484375,142.34750366210938,0.7353942394256592,0.1838485598564148,0.7353942394256592,0.1838485598564148,2.439927811792586e-05,0.8575512766838074,29.453105926513672,0.0008477309020236,1.3542432337999344,4.581800681055118e-05,8.0,16.0,16.0,137.0,30018.0,30140.0,0.5
exp5,4,18,64,187.24801635742188,141.63284301757812,0.2885715961456299,0.0721428990364074,0.2885715961456299,0.0721428990364074,9.574372597853651e-06,0.5371885895729065,30.203218460083008,0.0003163349174428,1.3807245939970016,2.310986725489223e-05,8.0,16.0,64.0,137.0,30018.0,30140.0,0.5
exp5,4,18,256,187.2252655029297,141.99874877929688,0.0603181011974811,0.0150795252993702,0.0603181011974811,0.0150795252993702,2.0012641925859498e-06,0.2455974370241165,26.67272186279297,8.478381641907617e-05,1.3412508815526962,2.0327880440516666e-06,8.0,16.0,256.0,137.0,30018.0,30140.0,0.5
exp5,4,14,1,95.09040832519533,166.25375366210938,13.219477653503418,3.3048694133758545,13.219477653503418,3.3048694133758545,0.000438602437498,3.635859966278076,2.3565104007720947,2.380540370941162,0.7731587886810303,0.0015865876874282,8.0,16.0,1.0,137.0,30014.0,30140.0,0.5
exp5,4,14,4,95.2790756225586,166.2401885986328,3.5927228927612305,0.8981807231903076,3.5927228927612305,0.8981807231903076,0.0001192011550301,1.8954479694366455,2.599728584289551,0.5315788388252258,0.7865795120596886,0.0002205712208841,8.0,16.0,4.0,137.0,30014.0,30140.0,0.5
exp5,4,14,16,94.92406463623048,164.68617248535156,0.6798326969146729,0.1699581742286682,0.6798326969146729,0.1699581742286682,2.255582876387052e-05,0.824519693851471,1.70388925075531,0.2341635674238205,0.7687341943383217,3.0588281342693235e-05,8.0,16.0,16.0,137.0,30014.0,30140.0,0.5
exp5,4,14,64,94.94956970214844,165.281494140625,0.1633312553167343,0.0408328138291835,0.1633312553167343,0.0408328138291835,5.419085937319323e-06,0.4041426181793213,1.6868789196014404,0.0573986284434795,0.7653995603322983,2.9307929530883063e-06,8.0,16.0,64.0,137.0,30014.0,30140.0,0.5
exp5,4,14,256,94.91445922851562,165.5481414794922,0.0234456546604633,0.0058614136651158,0.0234456546604633,0.0058614136651158,7.778916710776684e-07,0.1531197428703308,1.5508323907852173,0.0097483834251761,0.7625652328133583,1.1489255646550994e-06,8.0,16.0,256.0,137.0,30014.0,30140.0,0.5
exp5,4,87,1,324.52178955078125,185.99668884277344,68.72669982910156,17.18167495727539,68.72669982910156,17.18167495727539,0.0022802487947046,8.290156364440918,57.88998031616211,0.0205077808350324,4.586681663990021,0.0083538884736518,8.0,16.0,1.0,137.0,30087.0,30140.0,0.5
exp5,4,87,4,324.6680908203125,185.813232421875,18.91286277770996,4.72821569442749,18.91286277770996,4.72821569442749,0.00062750041252,4.3488922119140625,62.79778671264648,0.0047958833165466,4.571390211582184,0.0011317238482685,8.0,16.0,4.0,137.0,30087.0,30140.0,0.5
exp5,4,87,16,324.5289611816406,186.00599670410156,7.26699161529541,1.8167479038238523,7.26699161529541,1.8167479038238523,0.000241107889451,2.6957359313964844,55.30499649047851,0.0023758877068758,4.576815545558929,0.0012617725384213,8.0,16.0,16.0,137.0,30087.0,30140.0,0.5
exp5,4,87,64,324.6891174316406,185.8155517578125,2.869506359100342,0.7173765897750854,2.869506359100342,0.7173765897750854,9.520591993350536e-05,1.6939617395401,63.32120895385742,0.000715663365554,4.5601527094841,0.0006652330840901,8.0,16.0,64.0,137.0,30087.0,30140.0,0.5
exp5,4,87,256,324.6872863769531,185.83331298828125,0.2179958224296569,0.0544989556074142,0.2179958224296569,0.0544989556074142,7.232774350995896e-06,0.4669002294540405,62.4973030090332,5.581174264079891e-05,4.5773873925209045,9.606799062160982e-05,8.0,16.0,256.0,137.0,30087.0,30140.0,0.5
exp5,9,82,1,97.66696166992188,112.8789520263672,5.414351463317871,1.3535878658294678,5.414351463317871,1.3535878658294678,0.0001723218156257,2.326875925064087,16.138845443725586,0.02078746445477,2.3270809054374695,0.0001395278419319,8.0,16.0,1.0,137.0,30082.0,31420.0,0.5
exp5,9,82,4,97.68732452392578,112.900146484375,2.8625361919403076,0.7156340479850769,2.8625361919403076,0.7156340479850769,9.110554674407469e-05,1.6919031143188477,18.52950096130371,0.0083372639492154,2.333300292491913,8.280087201179802e-05,8.0,16.0,4.0,137.0,30082.0,31420.0,0.5
exp5,9,82,16,97.6724624633789,112.86116027832033,0.4888838231563568,0.1222209557890892,0.4888838231563568,0.1222209557890892,1.555963717692066e-05,0.699202299118042,18.541038513183594,0.0014221244491636,2.336677104234695,2.191051379339472e-05,8.0,16.0,16.0,137.0,30082.0,31420.0,0.5
exp5,9,82,64,97.64913940429688,112.82722473144533,0.1397218853235244,0.0349304713308811,0.1397218853235244,0.0349304713308811,4.446909315447556e-06,0.3737939000129699,17.00760269165039,0.0004830345569644,2.324202448129654,1.2716945043678152e-05,8.0,16.0,64.0,137.0,30082.0,31420.0,0.5
exp5,9,82,256,97.71519470214844,112.9173812866211,0.0421965345740318,0.0105491336435079,0.0421965345740318,0.0105491336435079,1.3429832961264765e-06,0.2054179459810257,17.428041458129883,0.000138924762723,2.338529109954834,8.19507753086717e-07,8.0,16.0,256.0,137.0,30082.0,31420.0,0.5
exp5,9,15,1,491.7868347167969,230.2287445068359,4.2367753982543945,1.0591938495635986,4.2367753982543945,1.0591938495635986,0.0001348432706436,2.058342933654785,11.820178031921388,0.0303240623325109,3.8209328651428223,0.0010777976276423,8.0,16.0,1.0,137.0,30015.0,31420.0,0.5
exp5,9,15,4,492.1704406738281,230.5865020751953,5.369576454162598,1.3423941135406494,5.369576454162598,1.3423941135406494,0.0001708967611193,2.317234754562378,12.856921195983888,0.0324837453663349,3.8028158247470856,0.0003399849496667,8.0,16.0,4.0,137.0,30015.0,31420.0,0.5
exp5,9,15,16,492.5242614746094,230.30465698242188,0.4982182085514068,0.1245545521378517,0.4982182085514068,0.1245545521378517,1.5856721802265383e-05,0.7058457136154175,14.864888191223145,0.002254739170894,3.853995978832245,5.318263060465662e-05,8.0,16.0,16.0,137.0,30015.0,31420.0,0.5
exp5,9,15,64,492.5062561035156,230.2769012451172,0.150848850607872,0.037712212651968,0.150848850607872,0.037712212651968,4.801045633939793e-06,0.3883926570415497,14.601784706115724,0.0007075059693306,3.8501987159252167,6.132739704258126e-06,8.0,16.0,64.0,137.0,30015.0,31420.0,0.5
exp5,9,15,256,492.5113220214844,230.31326293945312,0.0604152753949165,0.0151038188487291,0.0604152753949165,0.0151038188487291,1.922828687384026e-06,0.24579519033432,14.959383010864258,0.0002699724282138,3.8479775190353394,3.3424082143288355e-06,8.0,16.0,256.0,137.0,30015.0,31420.0,0.5
exp5,9,4,1,292.60528564453125,389.5783081054687,7.766928672790527,1.941732168197632,7.766928672790527,1.941732168197632,0.0002471969637554,2.7869210243225098,13.608026504516602,0.0419429577887058,2.164297789335251,0.0019192585593574,8.0,16.0,1.0,137.0,30004.0,31420.0,0.5
exp5,9,4,4,292.760498046875,390.9803161621094,1.4259827136993408,0.3564956784248352,1.4259827136993408,0.3564956784248352,4.5384553231997415e-05,1.1941452026367188,13.79635524749756,0.0074917888268828,2.156359851360321,0.0002913444132437,8.0,16.0,4.0,137.0,30004.0,31420.0,0.5
exp5,9,4,16,293.1789855957031,392.4060668945313,0.6572158336639404,0.1643039584159851,0.6572158336639404,0.1643039584159851,2.0917117581120692e-05,0.8106884956359863,13.903386116027832,0.0033999057486653,2.1829142570495605,0.0002611448312076,8.0,16.0,16.0,137.0,30004.0,31420.0,0.5
exp5,9,4,64,292.4695739746094,390.32525634765625,0.0518381372094154,0.0129595343023538,0.0518381372094154,0.0129595343023538,1.6498452168889344e-06,0.227679893374443,13.052762985229492,0.0003042597090825,2.1448348462581635,3.061944927752945e-05,8.0,16.0,64.0,137.0,30004.0,31420.0,0.5
exp5,9,4,256,292.14556884765625,388.8283081054687,0.0189566630870103,0.0047391657717525,0.0189566630870103,0.0047391657717525,6.033311024111754e-07,0.1376831978559494,12.96286964416504,0.0001128131116274,2.133259117603302,6.998493741353481e-06,8.0,16.0,256.0,137.0,30004.0,31420.0,0.5
exp5,9,95,1,89.23670196533203,320.4095764160156,7.00361967086792,1.75090491771698,7.00361967086792,1.75090491771698,0.0002229032397735,2.646435260772705,12.533208847045898,0.0445859506726264,0.997039057314396,0.0004983120754907,8.0,16.0,1.0,137.0,30095.0,31420.0,0.5
exp5,9,95,4,89.22294616699219,320.2147521972656,1.8501651287078855,0.4625412821769714,1.8501651287078855,0.4625412821769714,5.8884950703941286e-05,1.3602077960968018,11.435093879699709,0.0141491703689098,0.9882304891943932,7.776246553900126e-05,8.0,16.0,4.0,137.0,30095.0,31420.0,0.5
exp5,9,95,16,89.23918914794922,320.71771240234375,0.2856016755104065,0.0714004188776016,0.2856016755104065,0.0714004188776016,9.089804734685458e-06,0.5344171524047852,13.568838119506836,0.0015512271784245,0.9985129609704018,5.027093769267259e-05,8.0,16.0,16.0,137.0,30095.0,31420.0,0.5
exp5,9,95,64,89.17425537109375,320.41845703125,0.1533101946115493,0.0383275486528873,0.1533101946115493,0.0383275486528873,4.879382231592899e-06,0.3915484547615051,14.670711517333984,0.0007123094401322,1.0146672129631042,3.468419328912985e-05,8.0,16.0,64.0,137.0,30095.0,31420.0,0.5
exp5,9,95,256,89.18512725830078,320.19354248046875,0.0244038682430982,0.0061009670607745,0.0244038682430982,0.0061009670607745,7.766985277157801e-07,0.1562173813581466,13.125173568725586,0.0001416604354744,0.9981731921434402,4.9081820215742966e-06,8.0,16.0,256.0,137.0,30095.0,31420.0,0.5
exp5,9,36,1,260.9480285644531,313.78472900390625,1.6609745025634766,0.4152436256408691,1.6609745025634766,0.4152436256408691,5.286360465106554e-05,1.2887879610061646,3.005392074584961,0.1838911026716232,1.973324865102768,0.0002797178280086,8.0,16.0,1.0,137.0,30036.0,31420.0,0.5
exp5,9,36,4,260.8524169921875,314.4762268066406,1.7204115390777588,0.4301028847694397,1.7204115390777588,0.4301028847694397,5.475529906107113e-05,1.3116445541381836,2.9603793621063232,0.1963078081607818,1.9657244384288788,7.917032423015209e-05,8.0,16.0,4.0,137.0,30036.0,31420.0,0.5
exp5,9,36,16,260.89080810546875,314.7288818359375,0.5567450523376465,0.1391862630844116,0.5567450523376465,0.1391862630844116,1.7719446987030096e-05,0.7461534738540649,2.7595326900482178,0.0731114298105239,1.966648668050766,1.3504747697774227e-05,8.0,16.0,16.0,137.0,30036.0,31420.0,0.5
exp5,9,36,64,260.8345642089844,315.7099304199219,0.0532405003905296,0.0133101250976324,0.0532405003905296,0.0133101250976324,1.6944781009442522e-06,0.230739027261734,2.742596387863159,0.0070781260728836,1.9659476429224017,1.1317099122466954e-05,8.0,16.0,64.0,137.0,30036.0,31420.0,0.5
exp5,9,36,256,260.8570251464844,314.2942199707031,0.0244902465492486,0.0061225616373121,0.0244902465492486,0.0061225616373121,7.794477028255642e-07,0.156493604183197,2.929429769515991,0.0028538228943943,1.9664641320705416,5.59957091996109e-07,8.0,16.0,256.0,137.0,30036.0,31420.0,0.5
exp5,9,32,1,214.48692321777344,332.5344543457031,215.937255859375,53.98431396484375,215.937255859375,53.98431396484375,0.0068726050667464,14.69480323791504,22.537466049194336,0.4251257479190826,2.2413755357265472,0.1143026222622103,8.0,16.0,1.0,137.0,30032.0,31420.0,0.5
exp5,9,32,4,213.8405303955078,330.88043212890625,166.7047119140625,41.676177978515625,166.7047119140625,41.676177978515625,0.0053056878969073,12.911417961120604,13.524300575256348,0.9114193320274352,2.4132868349552155,0.0346285547516822,8.0,16.0,4.0,137.0,30032.0,31420.0,0.5
exp5,9,32,16,213.9445648193359,330.6107177734375,70.63651275634766,17.659128189086914,70.63651275634766,17.659128189086914,0.0022481384221464,8.404553413391113,27.04521751403809,0.0965713486075401,2.313331753015518,0.0056779288774535,8.0,16.0,16.0,137.0,30032.0,31420.0,0.5
exp5,9,32,64,214.2475128173828,330.7574157714844,20.955163955688477,5.238790988922119,20.955163955688477,5.238790988922119,0.0006669370923191,4.577681064605713,24.846412658691406,0.0339440554380416,2.3075088560581207,0.0030522106247537,8.0,16.0,64.0,137.0,30032.0,31420.0,0.5
exp5,9,32,256,214.2446746826172,330.8301696777344,7.263968467712402,1.8159921169281008,7.263968467712402,1.8159921169281008,0.0002311893185833,2.6951749324798584,25.55043601989746,0.0111269801855087,2.2892779111862183,0.000688860098275,8.0,16.0,256.0,137.0,30032.0,31420.0,0.5
exp5,9,29,1,659.9580688476562,299.3202819824219,112.8767547607422,28.219188690185547,112.8767547607422,28.219188690185547,0.0035925128031522,10.624347686767578,22.90117073059082,0.2152232229709625,6.887690961360931,0.0161717767828406,8.0,16.0,1.0,137.0,30029.0,31420.0,0.5
exp5,9,29,4,659.9182739257812,299.36883544921875,97.61976623535156,24.40494155883789,97.61976623535156,24.40494155883789,0.003106930758804,9.880271911621094,23.998157501220703,0.1695047914981842,7.003781676292419,0.0084815043364057,8.0,16.0,4.0,137.0,30029.0,31420.0,0.5
exp5,9,29,16,659.9434814453125,299.3407287597656,3.875523567199707,0.9688808917999268,3.875523567199707,0.9688808917999268,0.0001233457587659,1.9686349630355835,24.426021575927734,0.0064956848509609,6.994145512580872,0.0003094031951767,8.0,16.0,16.0,137.0,30029.0,31420.0,0.5
exp5,9,29,64,659.9489135742188,299.33734130859375,2.6542716026306152,0.6635679006576538,2.6542716026306152,0.6635679006576538,8.447713480563834e-05,1.6291935443878174,24.053606033325195,0.0045875939540565,6.990547180175781,0.0001860445995589,8.0,16.0,64.0,137.0,30029.0,31420.0,0.5
exp5,9,29,256,659.9132080078125,299.3273620605469,1.2534271478652954,0.3133567869663238,1.2534271478652954,0.3133567869663238,3.989265314885415e-05,1.1195656061172483,23.748626708984375,0.0022223992273211,6.996848702430725,6.115764600573519e-05,8.0,16.0,256.0,137.0,30029.0,31420.0,0.5
exp5,9,18,1,287.9618225097656,386.9888916015625,4.023285865783691,1.0058214664459229,4.023285865783691,1.0058214664459229,0.0001280485594179,2.0058131217956543,7.980444431304932,0.063172310590744,2.434167742729187,0.0002746959606676,8.0,16.0,1.0,137.0,30018.0,31420.0,0.5
exp5,9,18,4,287.1777648925781,384.8727416992187,0.2408342957496643,0.060208573937416,0.2408342957496643,0.060208573937416,7.664999429835007e-06,0.4907487034797668,3.01469349861145,0.0264991540461778,2.4132534861564636,3.874911019709414e-05,8.0,16.0,4.0,137.0,30018.0,31420.0,0.5
exp5,9,18,16,287.0928039550781,384.6665954589844,0.3230909407138824,0.0807727351784706,0.3230909407138824,0.0807727351784706,1.0282970833941364e-05,0.5684108734130859,3.0344812870025635,0.0350877791643142,2.4084283113479614,3.172014776607414e-05,8.0,16.0,16.0,137.0,30018.0,31420.0,0.5
exp5,9,18,64,287.1544494628906,390.1727294921875,0.0782807022333145,0.0195701755583286,0.0782807022333145,0.0195701755583286,2.4914290861488553e-06,0.2797868847846985,2.617299318313598,0.0114274136722087,2.402917861938477,9.21825552982877e-06,8.0,16.0,64.0,137.0,30018.0,31420.0,0.5
exp5,9,18,256,287.16583251953125,384.7965087890625,0.0087182307615876,0.0021795576903969,0.0087182307615876,0.0021795576903969,2.77473930054839e-07,0.0933714658021926,3.314540386199951,0.0007935636094771,2.4116111993789673,1.4436184788532306e-06,8.0,16.0,256.0,137.0,30018.0,31420.0,0.5
exp5,9,14,1,110.22679901123048,281.7067565917969,0.4983627796173095,0.1245906949043273,0.4983627796173095,0.1245906949043273,1.5861323845456354e-05,0.7059481143951416,6.228852272033691,0.0128448652103543,1.466952562332153,0.000196478392419,8.0,16.0,1.0,137.0,30014.0,31420.0,0.5
exp5,9,14,4,110.17675018310548,281.5563049316406,0.1780851036310196,0.0445212759077549,0.1780851036310196,0.0445212759077549,5.667890036420431e-06,0.422001302242279,5.947000503540039,0.005035372916609,1.4604418873786926,2.1204453085082215e-05,8.0,16.0,4.0,137.0,30014.0,31420.0,0.5
